P3_DS_Arm_Mag_L,P4_DS_Arm_W,P6_DS_Arm_Th,P9_DS_Mag_H,P11_DS_Mag_W,P18_DS_Core_Gap,P19_DS_Core_R,P22_DS_Bobbin_Th,P23_DS_Coil_Th,P273_Arm_L,P69_DS_No_Turns,P60_DS_Core_Len,P61_DS_Wire_dia_mm,P62_DS_N_Len,P63_DS_N_Th,P66_DS_Capacitance,P67_DS_VCap,P190_Time_Ipeak,P191_Vcap_max,P192_Vcap_min,P193_E_per_Farad,P194_Time_1mm,P195_Time_Parting,P350_Time_1mm_Final,P351_Time_Parting_Final
8.847471654,17.11867914,1.70169246,4.705098072,2.294901928,1.55,1.772879252,0.4,1.732103587,8.697471654,79.83075395,6.4,0.328643549,16,5,0.806951502,60.10154763,275,0.002572326,0.002572259,0.002572259,399.2607752,122.0606446,489.0944496,131.8254962
8.847471654,17.11867914,1.70169246,4.705098072,2.294901928,1.55,1.772879252,0.4,1.650103684,8.697471654,50.16924605,6.4,0.391356451,13,4,0.806951502,77.89845237,160,0.001695012,0.001694983,0.001694983,372.2052795,96.27876007,455.9514674,103.9810609
8.847471654,17.11867914,1.70169246,4.705098072,3.905098072,1.55,2.027120748,0.4,1.732103587,8.697471654,79.83075395,6.4,0.328643549,16,5,0.523048498,60.10154763,285,0.002781917,0.002782375,0.002782375,389.1498707,149.659994,476.7085916,161.6327935
8.847471654,17.11867914,1.70169246,4.705098072,3.905098072,1.55,1.772879252,0.4,1.38568287,8.697471654,50.16924605,6.4,0.328643549,16,4,0.806951502,77.89845237,160,0.001562066,0.001561767,0.001561767,341.582105,109.2162069,418.4380787,117.9535035
8.847471654,17.11867914,1.70169246,4.705098072,3.905098072,1.55,2.027120748,0.4,1.650103684,8.697471654,50.16924605,6.4,0.391356451,13,4,0.523048498,77.89845237,165,0.00184724,0.001847409,0.001847409,332.0334255,105.3920955,406.7409462,113.8234631
8.847471654,17.11867914,1.99830754,3.094901928,2.294901928,1.55,2.027120748,0.4,1.732103587,8.697471654,79.83075395,6.4,0.328643549,16,5,0.523048498,77.89845237,255,0.003231142,0.00323024,0.00323024,401.9123418,118.0986973,492.3426187,127.5465931
8.847471654,17.11867914,1.99830754,3.094901928,2.294901928,1.55,1.772879252,0.4,1.38568287,8.697471654,50.16924605,6.4,0.328643549,16,4,0.806951502,60.10154763,200,0.001439884,0.001439801,0.001439801,415.1446578,117.995179,508.5522058,127.4347933
8.847471654,17.11867914,1.99830754,3.094901928,2.294901928,1.55,2.027120748,0.4,1.650103684,8.697471654,50.16924605,6.4,0.391356451,13,4,0.523048498,60.10154763,195,0.001695888,0.001695339,0.001695339,409.0834445,115.9128352,501.1272195,125.185862
8.847471654,17.11867914,1.99830754,3.094901928,3.905098072,1.55,2.027120748,0.4,1.38568287,8.697471654,50.16924605,6.4,0.328643549,16,4,0.523048498,60.10154763,215,0.00159368,0.001593107,0.001593107,383.5539727,136.8162575,469.8536165,147.7615581
8.847471654,17.11867914,1.99830754,3.094901928,3.905098072,1.55,1.772879252,0.4,1.732103587,8.697471654,79.83075395,6.4,0.328643549,16,5,0.806951502,77.89845237,265,0.002995953,0.002995671,0.002995671,381.3136558,135.9545873,467.1092283,146.8309543
8.847471654,17.11867914,1.99830754,3.094901928,3.905098072,1.55,1.772879252,0.4,1.650103684,8.697471654,50.16924605,6.4,0.391356451,13,4,0.806951502,60.10154763,200,0.001542005,0.001541846,0.001541846,373.8358845,129.280039,457.9489585,139.6224422
8.847471654,17.11867914,1.99830754,4.705098072,2.294901928,1.55,1.772879252,0.4,1.38568287,8.697471654,50.16924605,6.4,0.328643549,16,4,0.523048498,60.10154763,190,0.001419815,0.001420328,0.001420328,404.4576238,118.0127157,495.4605892,127.4537329
8.847471654,17.11867914,1.99830754,4.705098072,2.294901928,1.55,2.027120748,0.4,1.732103587,8.697471654,79.83075395,6.4,0.328643549,16,5,0.806951502,77.89845237,275,0.003293987,0.003294293,0.003294293,406.4743951,121.6692535,497.931134,131.4027938
8.847471654,17.11867914,1.99830754,4.705098072,2.294901928,1.55,2.027120748,0.4,1.650103684,8.697471654,50.16924605,6.4,0.391356451,13,4,0.806951502,60.10154763,205,0.001735883,0.001735649,0.001735649,396.1594268,115.4088001,485.2952979,124.6415041
8.847471654,17.11867914,1.99830754,4.705098072,3.905098072,1.55,1.772879252,0.4,1.732103587,8.697471654,79.83075395,6.4,0.328643549,16,5,0.523048498,77.89845237,245,0.002942066,0.002941865,0.002941865,371.0302448,137.3906411,454.5120499,148.3818924
8.847471654,17.11867914,1.99830754,4.705098072,3.905098072,1.55,2.027120748,0.4,1.38568287,8.697471654,50.16924605,6.4,0.328643549,16,4,0.806951502,60.10154763,230,0.001615713,0.001615491,0.001615491,393.0967384,145.9532146,481.5435046,157.6294718
8.847471654,17.11867914,1.99830754,4.705098072,3.905098072,1.55,1.772879252,0.4,1.650103684,8.697471654,50.16924605,6.4,0.391356451,13,4,0.523048498,60.10154763,195,0.00149618,0.001496085,0.001496085,384.9799054,137.7002097,471.6003842,148.7162265
10,15,1.85,3.9,3.1,1.55,1.9,0.4,1.897366596,9.85,65,6.4,0.36,14,5,0.665,69,240,0.002443193,0.002443085,0.002443085,344.4426814,124.7285771,421.9422847,134.7068633
